NUMESCALA;C_Abonos;C_Agro-ganadero y alimentario;C_Energético;C_Material de construcción;C_Minerales no metálicos;C_Químicos;C_Siderometalúrgico;C_Vehículos y elementos de transporte;C_Otras mercancías;D_Abonos;D_Agro-ganadero y alimentario;D_Energético;D_Material de construcción;D_Minerales no metálicos;D_Químicos;D_Siderometalúrgico;D_Vehículos y elementos de transporte;D_Otras mercancías
C202101179;0;0;0;0;0;0;0;0;0;5470;0;0;0;0;0;0;0;0
C202101188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3346.41;0;0
C202101189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6017.032;0;0
C202101191;0;0;0;0;0;0;2800;0;0;0;0;0;0;0;0;0;0;0
C202101192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4708.922;0;0
C202101195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4051.554;0;0
C202101196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4606;0;0
C202101197;0;0;0;0;0;0;0;0;0;0;21998.78;0;0;0;0;0;0;0
C202101198;0;0;0;0;0;113.011;0;0;0;0;0;0;0;0;0;0;0;0
C202101201;0;0;0;0;0;0;0;0;0;2356.459;0;0;0;0;0;0;0;0
C202101206;0;0;0;1357.644;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.25;0;0;0
C202101210;0;0;0;0;0;0;0;0;0;4440.28;0;0;0;0;0;0;0;0
C202101219;0;0;0;589.374;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101221;0;0;0;0;0;0;0;0;0;0;2966.999;0;0;0;0;0;0;0
C202101222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3895.79;0;0
C202101223;0;0;0;0;0;11.815;0;0;1105.175;0;0;0;0;0;0;0;0;0
C202101225;0;0;0;0;3726.932;0;0;0;0;0;0;0;0;0;0;3974.52;0;0
C202101226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6600;0;0
C202101233;0;0;0;0;0;10060;0;0;0;0;0;0;0;0;0;0;0;0
C202101235;0;0;0;0;0;0;3038.611;0;0;0;0;0;0;0;0;0;0;0
C202101240;0;0;0;0.304;0;232.574;150.771;0;0;0;0;0;0;0;0;0;0;0
C202101241;0;0;0;0;0;4008;0;0;0;0;0;0;0;0;0;0;0;0
C202101242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3331.148;0;0
C202101244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4041.901;0;0
C202101250;0;0;0;0;0;0;0;0;0;0;3299.534;0;0;0;0;0;0;0
C202101251;0;0;0;0;0;0;0;0;55;2340;0;0;0;0;0;0;0;0
C202101252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3711.42;0;0
C202101253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4686.878;0;0
C202101254;0;0;0;0;0;0;0;0;0;3400;0;0;0;0;0;0;0;0
C202101257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4464.9;0;0
C202101261;0;0;0;0;0;35650;0;0;0;0;0;0;0;0;0;0;0;0
C202101263;0;0;0;0;0;0;0;0;0;5923.671;0;0;0;0;0;0;0;0
C202101264;0;0;0;0;0;0;0;0;1986.822;0;0;0;0;0;0;0;0;0
C202101265;0;0;0;0;0;0;0;0;0;4200;0;0;0;0;0;0;0;0
C202101266;0;0;0;0;0;0;0;0;0;0;36806;0;0;0;0;0;0;0
C202101267;0;0;0;0;0;0;1958.597;0;0;0;0;0;0;0;0;0;0;0
C202101274;0;0;0;0;0;0;2620.35;0;0;0;0;0;0;0;0;0;0;0
C202101276;0;0;0;0;0;0;0;0;0;0;1895.719;0;0;0;0;0;0;0
C202101277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9900;0;0
C202101279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2493.71;0;0
C202101284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.36;0;0;0
C202101285;0;0;0;0;0;0;3956.272;0;0;0;0;0;0;0;0;0;0;0
C202101286;0;0;0;0;0;8880;0;0;0;0;0;0;0;0;0;0;0;0
C202101288;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0
C202101289;0;0;0;0;0;0;0;0;0;7825;0;0;0;0;0;0;0;0
C202101297;0;0;0;392.269;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101298;0;0;0;0;0;0;0;0;0;4651.995;0;0;0;0;0;0;0;0
C202101299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4719.044;0;0
C202101300;0;0;0;1494.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101301;0;0;0;0;0;3554;0;0;0;0;0;0;0;0;0;0;0;0
C202101304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4173.354;0;0
C202101309;0;0;0;0;0;15010;0;0;0;0;0;0;0;0;0;0;0;0
C202101312;0;0;0;0;0;0;0;0;0;4000;0;0;0;0;0;0;0;0
C202101313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3372.44;0;0
C202101315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2865.4;0;0
C202101317;0;0;0;1494.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101319;0;0;0;835.495;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3375.416;0;0
C202101322;0;0;0;0;0;0;0;0;0;0;0;0;5878.37;0;0;0;0;0
C202101323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4691.86;0;0
C202101324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6330;0;0.007
C202101331;0;0;0;1205.559;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101335;0;0;0;0;0;6465.405;0;0;0;0;0;0;0;0;0;0;0;0
C202101336;0;0;0;0;0;0;0;0;0;2109.185;0;0;0;0;0;0;0;0
C202101340;0;0;0;0;0;0;1808.305;0;0;0;0;0;0;0;0;0;0;0
C202101344;0;0;0;0;0;3120;0;0;0;0;1000.28;0;0;0;0;0;0;0
C202101354;0;0;0;0;0;0;0;0;0;4725;0;0;0;0;0;0;0;0
C202101356;0;0;0;1494.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345.15;0;0
C202101359;0;0;0;0;0;0;2091.617;0;0;0;0;0;0;0;2000;0;0;0
C202101361;0;0;0;0;0;0;2555.773;0;0;0;0;0;0;0;0;3367.09;0;0
C202101362;0;0;0;0;0;0;0;0;0;0;7476.257;0;0;0;0;0;0;0
C202101369;0;0;0;0;0;0;0;0;0;5922.894;0;0;0;0;0;0;0;0
C202101374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1811.97;0;0
C202101378;0;0;0;0;0;15132.4;0;0;0;0;0;0;0;0;0;0;0;0
C202101379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29998;0;0
C202101381;0;0;0;1295.979;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101382;0;0;0;0;0;0;0;0;0;4725;0;0;0;0;0;0;0;0
C202101383;0;0;0;0;0;0;2886.01;0;0;0;0;0;0;0;0;0;0;0
C202101384;0;0;0;0;0;0;0;0;0;0;5627.102;0;0;0;0;0;0;0
C202101385;0;0;0;0;0;0;0;0;34.828;0;0;0;0;0;95.4;0;0;0
C202101389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3222.73;0;0
C202101390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3002.959;0;0
C202101393;0;0;0;0;0;0;1798.853;0;1.25;0;0;0;0;0;0;0;0;0
C202101394;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101397;0;0;0;0;0;0;0;0;0;3612;0;0;0;0;0;0;0;0
C202101410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6855.88;0;0
C202101411;0;0;0;0;0;0;0;0;0;0;3310.306;0;0;0;0;0;0;0
C202101412;0;0;0;0;0;0;0;0;0;0;0;68100.93;0;0;0;0;0;0
C202101413;0;0;0;0;0;0;0;0;0;0;2971.458;0;0;0;0;0;0;0
C202101415;0;0;0;0;0;0;0;0;0;8372.7;0;0;0;0;0;0;0;0
C202101416;0;0;0;0;0;0;0;0;0;4725;0;0;0;0;0;0;0;0
C202101420;0;0;0;0;0;3422;0;0;0;3034.456;0;0;0;0;0;0;0;0
C202101422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360.209
C202101428;0;0;0;0;0;9122.2;0;0;0;0;0;0;0;0;0;0;0;0
C202101430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2712.59;0;0
C202101431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4596.72;0;0
C202101435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4500.04;0;0
C202101436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2934.43;0;0
C202101439;0;0;0;966.365;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101457;0;0;0;0;0;0;0;0;11.186;0;0;0;0;0;0;0;0;0
C202101458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4628.511;0;0
C202101461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14500;0;0
C202101462;0;0;0;0;0;0;0;0;0;4499.463;0;0;0;0;0;0;0;0
C202101463;0;0;0;0;0;0;0;0;0;7211;0;0;0;0;0;0;0;0
C202101467;0;0;0;0;0;5300.1;0;0;0;0;0;0;0;0;0;0;0;0
C202101468;0;0;0;0;0;0;0;0;0;4411;0;0;0;0;0;0;0;0
C202101470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.46;0;830.206
C202101471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4400;0;0
C202101472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3741.25;0;0
C202101473;0;0;0;0;0;0;0;0;0;3520;0;0;0;0;0;0;0;0
C202101474;0;0;0;0;0;0;0;0;0;0;4355.4;0;0;0;0;0;0;0
C202101475;0;0;0;0;0;0;4708.504;0;0;0;0;0;0;0;0;0;0;0
C202101476;0;0;0;0;0;0;0;0;0;7630;0;0;0;0;0;0;0;0
C202101477;0;0;0;0;0;0;3016.22;0;0;0;0;0;0;0;0;0;0;0
C202101478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3274.229;0;0
C202101481;0;0;0;0;0;3476;0;0;0;0;0;0;0;0;0;3200.82;0;0
C202101484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4011.5
C202101486;0;0;0;0;0;35000;0;0;0;0;0;0;0;0;0;0;0;0
C202101491;0;0;0;0;0;0;0;0;0;1700;0;0;0;0;0;0;0;0
C202101492;0;0;0;0;0;0;0;0;0;0;33000;0;0;0;0;0;0;0.13
C202101493;0;0;0;0;0;0;0;0;0;4769.35;0;0;0;0;0;0;0;0
C202101495;0;0;0;0;0;4426;0;0;0;4495.931;0;0;0;0;0;0;0;0
C202101497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4095.017;0;0.25
C202101506;0;0;0;0;0;0;0;0;0;4411.899;0;0;0;0;0;0;0;0
C202101507;0;0;0;0;0;0;0;0;2093.731;0;0;0;0;0;0;3460.2;0;0
C202101511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7495.09;0;0
C202101513;0;0;0;0;0;8000;0;0;0;0;0;0;0;0;0;0;0;0
C202101514;0;0;0;0;2690.94;0;0;0;0.002;0;0;0;0;0;0;2373.8;0;0
C202101515;0;0;0;0;0;0;0;0;0;6220;0;0;0;0;0;0;0;0
C202101516;0;0;0;0;0;0;0;0;0;0;1512.88;0;0;0;0;0;0;0
C202101521;0;0;0;0;0;0;0;0;0;20000;0;0;0;0;0;0;0;0
C202101524;0;0;0;0;0;0;0;0;0;0;18649;0;0;0;0;0;0;0
C202101535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5097.6;0;0
C202101536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5702.689;0;0
C202101537;0;0;0;0;0;0;0;0;0;0;0;0;0;5549.681;0;0;0;0
C202101538;0;0;0;0;0;3313;0;0;0;0;2699.405;0;0;0;0;0;0;0
C202101539;0;0;0;0;0;18770;0;0;0;0;0;0;0;0;0;0;0;0
C202101540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2514.48;0;0
C202101544;0;0;0;0;0;0;2477.93;0;0;0;0;0;0;0;0;0;0;0
C202101553;0;0;0;0;0;2755.5;0;0;0;0;0;0;0;0;0;0;0;0
C202101557;0;0;0;0;0;4003;0;0;0;0;0;0;0;0;0;0;0;0
C202101559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4502.22;0;0
C202101561;0;0;0;0;0;0;0;0;0;2826.692;0;0;0;0;0;0;0;0
C202101562;0;0;0;1129.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101567;0;0;0;0;0;0;0;0;0;6119;0;0;0;0;0;0;0;0
C202101568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4601.64;0;0
C202101569;0;0;0;0;0;0;0;0;0;0;5333.834;0;0;0;0;0;0;0
C202101572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3425.07;0;0
C202101574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4000;0;0
C202101575;0;0;0;0;0;0;0;0;0;0;63691.078;0;0;0;0;0;0;0
C202101576;0;0;0;0;0;10020;0;0;19.85;0;0;0;0;0;0;0;0;0
C202101578;0;0;0;0;0;0;3410.153;0;0;0;0;0;0;0;0;0;0;0
C202101579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.15;0;0;0
C202101582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3002.6;0;0
C202101583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018;0;0
C202101589;0;0;0;0;0;0;0;0;0;0;3299.778;0;0;0;0;0;0;0
C202101596;0;0;0;0;0;0;0;0;0;4842.1;0;0;0;0;0;0;0;0
C202101598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9398.015;0;0
C202101602;0;0;0;0;0;0;0;0;0;3800;0;0;0;0;0;0;0;0
C202101603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2471.15;0;0
C202101606;0;0;0;0;0;0;0;0;0;12100;0;0;0;0;0;0;0;0
C202101607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1997.55;0;0
C202101610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186.937;0;0
C202101611;0;0;0;0;0;4538;0;0;0;0;0;0;0;0;0;4604.802;0;0
C202101612;0;0;0;0;0;0;0;0;0;3300;0;0;0;0;0;0;0;0
C202101613;0;0;0;0;0;0;2509.12;0;0;0;0;0;0;0;0;0;0;0
C202101614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4603.36
C202101616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2406.26;0;0
C202101617;0;0;0;0;1993.02;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101618;0;0;0;0;0;15080.4;0;0;0;0;0;0;0;0;0;0;0;0
C202101619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600.956;0;0
C202101622;0;0;0;0;0;0;0;0;0;0;0;0;5912.21;0;0;0;0;0
C202101624;0;0;0;0;0;0;5009.357;0;0;0;0;0;0;0;0;0;0;0
C202101627;0;0;0;0;0;0;0;0;0;7400;0;0;0;0;0;0;0;0
C202101628;0;0;0;0;0;0;1942.499;0;0;0;0;0;0;0;0;0;0;0
C202101632;0;0;0;1227.513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5524.8;0;0
C202101634;0;0;0;0;0;0;6000;0;0;5514.463;0;0;0;0;0;0;0;0
C202101635;0;0;0;0;0;4000;0;0;0;0;0;0;0;0;0;0;0;0
C202101638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6965.709;0;0
C202101639;0;0;0;0;0;0;0;0;0;10200.325;0;0;0;0;0;0;0;0
C202101643;0;0;0;0;3030;0;0;0;0;0;0;0;0;0;0;0;0;0
